GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s�) , ACCELEROMETER Y (m/s�), ACCELEROMETER Z (m/s�), GRAVITY X (m/s�), GRAVITY Y (m/s�), GRAVITY Z (m/s�), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (μT), MAGNETIC FIELD Y (μT), MAGNETIC FIELD Z (μT), ORIENTATION (Yaw) (°), ORIENTATION (Pitch) (°), ORIENTATION (Roll ) (°),VEHICLE ACCEL X (m/s2),VEHICLE ACCEL Y (m/s2),VEHICLE ACCEL Z (m/s2),VEHICLE GYRO X (rad/s),VEHICLE GYRO Y (rad/s),VEHICLE GYRO Z (rad/s),EST Q W,EST Q X,EST Q Y,EST Q Z,ORIENTATION INITIALIZED
52.416218,-1.596644,178.72,2.97,3,226.29,27 / 29,904822,2019-09-08 10:22:51:446,-1.3239,1.9966,10.0866,-0.0022,-0.0118,9.8066,0.0157,0.055,0.0319,-21.19,-23.81,37.44,346.81,-80.8,-162.26,1.9965999999999997,1.3239000000000005,10.0866,0.055,-0.015699999999999992,0.0319,-0.3172547174328041,-0.7652866119096875,-0.35937974376853365,0.4295719330534597,True
52.416218,-1.596644,178.72,2.97,3,226.29,27 / 29,904922,2019-09-08 10:22:51:546,-1.1254,1.2417,9.5052,-0.0173,0.0016,9.8066,-0.05,0.0309,0.0256,-21.44,-24.94,37.69,348.24,-80.8,-161.61,1.2416999999999998,1.1254000000000002,9.505199999999999,0.03089999999999999,0.05,0.025599999999999998,-0.3205360011338938,-0.7645072457037673,-0.3593025617308765,0.428587228434495,True
52.416218,-1.596644,178.72,2.97,3,226.29,27 / 29,905021,2019-09-08 10:22:51:645,-1.4599,1.6154,10.9553,-0.0167,0.0137,9.8066,-0.0556,0.0811,0.0072,-23.25,-25.56,37.75,347.59,-80.92,-159.94,1.6153999999999997,1.4599000000000004,10.9553,0.08109999999999999,0.05560000000000001,0.0072,-0.32274184418111024,-0.7643883553724601,-0.3608194320942108,0.4258608711877309,True
52.416218,-1.596644,178.72,2.97,3,226.29,27 / 29,905122,2019-09-08 10:22:51:746,-1.5788,0.4297,9.9079,-0.0085,-0.009,9.8066,-0.0284,0.0007,0.086,-22.5,-24.94,37.19,349.32,-80.9,-158.84,0.4296999999999995,1.5787999999999998,9.9079,0.0006999999999999923,0.0284,0.086,-0.32693387746010716,-0.7643186483969713,-0.3575591628603061,0.42553811643161177,True
52.416218,-1.596644,178.72,2.97,3,226.29,27 / 29,905221,2019-09-08 10:22:51:845,-2.309,0.8456,9.5149,-0.0158,-0.0042,9.8066,0.0616,-0.0208,0.0187,-22.37,-24.31,37.5,351.47,-80.9,-157.62,0.8455999999999996,2.309,9.5149,-0.02079999999999999,-0.0616,0.0187,-0.3266614368549721,-0.7640303417037544,-0.3546255942660614,0.4287080947676778,True
52.416218,-1.596644,178.72,2.97,3,226.29,27 / 29,905322,2019-09-08 10:22:51:946,-1.1268,1.0168,9.8525,-0.0028,-0.0131,9.8066,0.0421,0.0037,0.0017,-23.19,-24.37,37.38,350.18,-80.88,-156.98,1.0167999999999997,1.1268000000000002,9.8525,0.0037000000000000054,-0.0421,0.0017000000000000001,-0.32635706040639006,-0.7637027683059823,-0.35307037143814535,0.43080211654216505,True
52.416218,-1.596644,178.72,2.97,3,226.29,27 / 29,905422,2019-09-08 10:22:52:046,-1.9099,0.206,9.5951,0.0034,-0.0121,9.8066,-0.0132,-0.0223,-0.014,-23.25,-23.81,37.31,350.79,-80.85,-156.42,0.20599999999999985,1.9099000000000002,9.5951,-0.022300000000000004,0.013199999999999996,-0.014,-0.3281515188758534,-0.7615583241832415,-0.352993986755607,0.4332906009147505,True
52.416218,-1.596644,178.72,2.97,3,226.29,27 / 29,905521,2019-09-08 10:22:52:145,-1.718,0.3507,9.9312,0.0008,0.0023,9.8066,0.0043,-0.0686,-0.0142,-22.94,-24.19,37.13,350.87,-80.82,-156.35,0.3506999999999998,1.718,9.9312,-0.0686,-0.004300000000000012,-0.0142,-0.33008909096659594,-0.7587212448453651,-0.351767438155445,0.43777041254372295,True
52.416218,-1.596644,178.72,2.97,3,226.29,27 / 29,905622,2019-09-08 10:22:52:246,-1.4223,0.4825,9.6972,-0.009,0.0153,9.8065,0.0405,-0.0934,0.0416,-22.69,-24.0,37.75,351.48,-80.84,-156.5,0.48249999999999976,1.4223,9.6972,-0.09339999999999998,-0.0405,0.0416,-0.3323629144392847,-0.7568523523294964,-0.34712782757494137,0.44295787745770404,True
52.416218,-1.596644,178.72,2.97,3,226.29,27 / 29,905721,2019-09-08 10:22:52:345,-1.1386,-0.2864,9.8693,0.0033,-0.0107,9.8066,0.0619,-0.1479,0.05,-22.62,-24.31,38.19,352.03,-80.93,-156.01,-0.2864000000000001,1.1385999999999998,9.8693,-0.14789999999999998,-0.06190000000000001,0.05,-0.3347572949781361,-0.7542347134613463,-0.340967116718448,0.4503431755733736,True
52.416218,-1.596644,178.72,2.97,3,226.29,25 / 28,905822,2019-09-08 10:22:52:446,-2.2384,0.5543,10.1898,-0.0073,-0.0066,9.8065,-0.0105,-0.1659,0.027,-23.25,-25.0,37.88,352.61,-80.87,-155.46,0.5542999999999997,2.2384,10.1898,-0.1659,0.010499999999999982,0.027,-0.3398500368670536,-0.7494607346095491,-0.33676343151711025,0.45760348656101607,True
52.41575,-1.596621,180.58,4.58,2,173.35,25 / 28,905921,2019-09-08 10:22:52:545,-2.0623,-0.275,9.7041,-0.0027,-0.0122,9.8066,-0.0041,-0.1872,0.0355,-22.56,-25.25,38.13,352.86,-80.84,-155.23,-0.27500000000000036,2.0623,9.7041,-0.18719999999999998,0.004099999999999979,0.03549999999999999,-0.34498104616528324,-0.7444109346186984,-0.3318868642409735,0.46550139371554655,True
52.41575,-1.596621,180.58,4.58,2,173.35,25 / 28,906021,2019-09-08 10:22:52:645,-1.8575,-0.0854,9.8371,-0.001,0.002,9.8066,0.0256,-0.2123,0.0337,-21.37,-24.19,38.31,355.54,-80.78,-155.08,-0.08540000000000014,1.8574999999999997,9.8371,-0.2123,-0.025600000000000026,0.0337,-0.34942008971562644,-0.7391020868158659,-0.32582648856305857,0.4748376622786181,True
52.41575,-1.596621,180.58,4.58,2,173.35,25 / 28,906122,2019-09-08 10:22:52:746,-1.7102,-0.6898,9.5328,0.0087,0.0153,9.8066,-0.0142,-0.25,-0.0322,-21.69,-24.56,38.19,353.83,-80.8,-155.46,-0.6898000000000004,1.7102,9.5328,-0.25,0.014199999999999949,-0.03219999999999999,-0.3542599728469355,-0.7308899923439518,-0.32246449956754447,0.4861237879888205,True
52.41575,-1.596621,180.58,4.58,2,173.35,25 / 28,906222,2019-09-08 10:22:52:846,-1.8356,-0.5501,9.9646,0.0122,0.0177,9.8066,0.0135,-0.2837,-0.0196,-21.37,-24.56,37.88,353.47,-81.03,-156.94,-0.5501000000000005,1.8356,9.9646,-0.2837,-0.01350000000000004,-0.0196,-0.35882628269772426,-0.7224671127731054,-0.3172959703927355,0.49860629456431665,True
52.41575,-1.596621,180.58,4.58,2,173.35,25 / 28,906322,2019-09-08 10:22:52:946,-1.4821,0.0604,9.8596,0.0176,0.0121,9.8066,-0.008,-0.3107,0.012,-19.87,-24.81,37.75,352.51,-81.13,-158.97,0.060399999999999676,1.4821,9.8596,-0.3107,0.007999999999999952,0.012,-0.365389543950369,-0.7133065065389191,-0.3108448958311538,0.5109400744086369,True
52.41575,-1.596621,180.58,4.58,2,173.35,25 / 28,906422,2019-09-08 10:22:53:046,-1.3293,-0.1627,9.6261,0.0122,0.0134,9.8066,0.005,-0.2846,0.0179,-19.25,-23.94,37.75,352.64,-81.24,-160.08,-0.1627000000000003,1.3293,9.6261,-0.28459999999999996,-0.005000000000000032,0.0179,-0.3710928893597022,-0.7049282015091601,-0.3042636680777889,0.5222929431569777,True
52.41575,-1.596621,180.58,4.58,2,173.35,25 / 28,906521,2019-09-08 10:22:53:145,-2.4621,-0.103,9.9502,0.0044,0.0124,9.8065,-0.0294,-0.257,-0.019,-18.62,-25.44,38.0,351.91,-81.36,-160.72,-0.10300000000000042,2.4620999999999995,9.9502,-0.257,0.029399999999999968,-0.019,-0.37645636165961555,-0.6959805435174499,-0.3003726416890948,0.532604888201258,True
52.41575,-1.596621,180.58,4.58,2,173.35,25 / 28,906621,2019-09-08 10:22:53:245,-1.9959,0.048,9.7772,0.0086,0.01,9.8066,-0.0024,-0.3321,0.0464,-18.44,-25.12,38.19,352.06,-81.54,-161.81,0.04799999999999993,1.9959,9.7772,-0.3321,0.0023999999999999577,0.0464,-0.38372514834877736,-0.6862526568666257,-0.29191229855556033,0.544609503608058,True
52.41575,-1.596621,180.58,4.58,2,173.35,25 / 28,906722,2019-09-08 10:22:53:346,-2.5594,-0.6475,9.2907,0.0165,0.0035,9.8066,-0.0347,-0.3536,0.0306,-18.31,-25.87,38.44,351.43,-81.53,-162.35,-0.6475000000000002,2.5593999999999997,9.290699999999998,-0.3536,0.03469999999999995,0.030600000000000002,-0.3917796547966915,-0.6746953319291493,-0.2844159521534822,0.5571377543489838,True
52.41575,-1.596621,180.58,4.58,2,173.35,26 / 28,906821,2019-09-08 10:22:53:445,-1.7726,-0.298,9.3057,0.0062,0.0031,9.8066,-0.0619,-0.3397,0.046,-17.44,-25.31,38.0,351.19,-81.6,-163.84,-0.29800000000000015,1.7726,9.3057,-0.3397,0.06189999999999993,0.046,-0.4007536344584035,-0.6632014874995841,-0.2773799946708497,0.5679970510514284,True
52.41575,-1.596621,180.58,4.58,2,173.35,26 / 28,906922,2019-09-08 10:22:53:546,-2.1881,-0.4961,9.5924,-0.0135,0.015,9.8065,-0.1073,-0.3809,0.0774,-16.0,-24.81,37.56,353.46,-81.86,-163.08,-0.49610000000000043,2.1881,9.5924,-0.3809,0.10729999999999992,0.0774,-0.4126822000024802,-0.649525871280565,-0.2695571104255051,0.5789201227780807,True
52.41575,-1.596621,180.58,4.58,2,173.35,26 / 28,907021,2019-09-08 10:22:53:645,-2.5592,-0.0356,10.0921,-0.014,0.0187,9.8065,-0.0954,-0.3975,0.0698,-16.06,-25.69,37.44,354.18,-82.14,-161.86,-0.03560000000000052,2.5592,10.092099999999999,-0.3975000000000001,0.0953999999999999,0.0698,-0.4238385009122009,-0.6355220471937812,-0.2612699630677335,0.5900937714242617,True
52.41575,-1.596621,180.58,4.58,2,173.35,26 / 28,907121,2019-09-08 10:22:53:745,-3.2491,-0.5742,10.4462,-0.0006,0.0229,9.8065,-0.0889,-0.4123,-0.0003,-15.5,-25.12,37.06,356.64,-82.42,-160.98,-0.5742000000000007,3.2491,10.4462,-0.4123,0.08889999999999992,-0.0003,-0.4326916842446254,-0.619860588613401,-0.2546077340881067,0.6030967242589844,True
52.41575,-1.596621,180.58,4.58,2,173.35,26 / 28,907222,2019-09-08 10:22:53:846,-2.6365,0.153,9.8138,0.0111,0.0261,9.8066,-0.0612,-0.4294,-0.0081,-13.75,-25.19,36.75,356.88,-82.87,-162.12,0.15299999999999958,2.6365,9.8138,-0.4294,0.06119999999999995,-0.0081,-0.4406051280468285,-0.6037406512178559,-0.2466386425278957,0.6168741583320492,True
52.41575,-1.596621,180.58,4.58,2,173.35,26 / 28,907322,2019-09-08 10:22:53:946,-2.4696,0.0165,9.2645,0.0017,0.0157,9.8066,-0.0511,-0.4374,0.0038,-13.37,-26.56,37.0,357.44,-83.13,-162.97,0.016499999999999737,2.4696,9.2645,-0.4374,0.05109999999999992,0.0037999999999999996,-0.44831769541420474,-0.5875894854267539,-0.23778721563406027,0.630243667699581,True
52.41575,-1.596621,180.58,4.58,2,173.35,26 / 28,907422,2019-09-08 10:22:54:046,-2.4825,-0.1999,9.0448,-0.0055,0.0073,9.8066,-0.0603,-0.5006,0.0847,-12.81,-26.56,36.69,357.59,-83.4,-162.85,-0.1999000000000004,2.4825,9.0448,-0.5006,0.060299999999999854,0.0847,-0.45925126462693094,-0.5698540589270503,-0.22534154801654468,0.6430986037929473,True
52.41575,-1.596621,180.58,4.58,2,173.35,26 / 28,907522,2019-09-08 10:22:54:146,-0.8997,1.2942,9.9212,-0.0525,-0.0087,9.8065,0.0204,-0.5177,0.2978,-12.69,-26.31,35.94,2.17,-83.43,-158.16,1.2941999999999998,0.8997000000000002,9.9212,-0.5177,-0.020400000000000112,0.2978,-0.4747989917280326,-0.5553844856827708,-0.20330037615880395,0.6517537476460085,True
52.41575,-1.596621,180.58,4.58,2,173.35,26 / 28,907621,2019-09-08 10:22:54:245,-2.941,-0.2114,10.6637,-0.1082,-0.0569,9.8058,-0.0102,-0.5552,0.3669,-12.87,-26.0,35.75,11.78,-82.68,-149.47,-0.21140000000000025,2.941,10.6637,-0.5552,0.010199999999999931,0.3669,-0.4928343914284696,-0.5392516967952534,-0.17994275482096306,0.65874310251889,True
52.41575,-1.596621,180.58,4.58,2,173.35,26 / 28,907722,2019-09-08 10:22:54:346,-3.9165,-0.7595,10.0731,-0.075,-0.0389,9.8062,0.0523,-0.635,0.2572,-12.94,-25.94,34.88,18.92,-81.81,-142.73,-0.7595000000000007,3.9165,10.0731,-0.635,-0.052300000000000124,0.2572,-0.5058451554394868,-0.5201515557362743,-0.1551008722180499,0.6704526509909072,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 28,907822,2019-09-08 10:22:54:446,-4.9208,-0.118,10.8839,0.0115,0.0066,9.8066,-0.0025,-0.5272,-0.1034,-11.94,-26.5,35.0,24.32,-81.09,-139.59,-0.11800000000000077,4.9208,10.8839,-0.5271999999999999,0.0024999999999999467,-0.1034,-0.5067086513105967,-0.5003282113110391,-0.14426551000535157,0.687099327809443,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 28,907922,2019-09-08 10:22:54:546,-2.6962,1.6859,10.1158,0.0261,-0.0059,9.8066,0.1601,-0.5565,-0.0158,-10.87,-27.0,34.75,20.09,-81.36,-144.85,1.6858999999999993,2.6962000000000006,10.1158,-0.5564999999999999,-0.1601,-0.0158,-0.5065445980336151,-0.48384162891549465,-0.1243514590146943,0.702742173896146,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 28,908022,2019-09-08 10:22:54:646,-2.9026,0.2021,9.7472,0.016,-0.044,9.8065,0.2042,-0.6317,0.0278,-9.31,-26.12,35.0,20.44,-80.81,-147.69,0.20209999999999995,2.9026000000000005,9.7472,-0.6317,-0.2042000000000001,0.0278,-0.506613519119146,-0.4655740158014333,-0.10016047226921546,0.7187151437468459,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 28,908121,2019-09-08 10:22:54:745,-1.6828,-1.4131,9.2645,0.0091,-0.0591,9.8064,0.0467,-0.6522,0.1566,-8.75,-26.25,34.63,16.8,-80.26,-151.02,-1.4131000000000002,1.6827999999999999,9.2645,-0.6522,-0.046700000000000075,0.1566,-0.5143586748184186,-0.4427082094961219,-0.078464732152,0.7302656233810361,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 28,908221,2019-09-08 10:22:54:845,-1.726,-0.7601,9.4389,-0.0433,-0.0333,9.8064,0.0018,-0.6495,0.2729,-9.06,-26.87,33.5,17.26,-79.39,-150.6,-0.7601000000000004,1.726,9.4389,-0.6495,-0.0018000000000001348,0.2729,-0.5268183011478581,-0.4185774772019618,-0.055531758927353216,0.7376798742715976,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 28,908321,2019-09-08 10:22:54:945,-3.8524,-1.0217,11.0026,-0.0514,0.0087,9.8065,-0.1685,-0.623,0.1782,-8.81,-27.37,32.5,20.74,-78.79,-147.49,-1.0217000000000012,3.8524,11.0026,-0.623,0.16849999999999996,0.1782,-0.5384822520067699,-0.3904925501823047,-0.041754956152774546,0.7455259594155779,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 28,908421,2019-09-08 10:22:55:045,-3.8531,0.4464,9.9884,-0.02,0.0486,9.8065,-0.1771,-0.6135,0.0887,-8.25,-27.56,31.5,27.1,-79.1,-143.49,0.44639999999999924,3.8531000000000004,9.9884,-0.6135000000000002,0.1770999999999999,0.0887,-0.5463714801134375,-0.36220743045606935,-0.030095673537544908,0.7545715562326643,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 28,908521,2019-09-08 10:22:55:145,-2.9558,0.534,9.7523,0.0065,0.0313,9.8065,-0.1079,-0.6074,0.0092,-6.94,-27.94,30.44,29.8,-79.77,-142.08,0.5339999999999994,2.9558,9.7523,-0.6074,0.10789999999999991,0.0092,-0.5494683822651387,-0.33553721464175423,-0.01733947279367303,0.7649827561223994,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 28,908621,2019-09-08 10:22:55:245,-2.2671,-0.1496,9.8309,0.0163,0.0083,9.8066,-0.0455,-0.6319,0.0478,-7.19,-27.81,29.0,28.67,-79.98,-142.64,-0.1496000000000004,2.2671,9.8309,-0.6319,0.045499999999999874,0.047799999999999995,-0.5524608416864318,-0.30924341729494337,-0.0009508567649702353,0.7740507884720986,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 28,908721,2019-09-08 10:22:55:345,-2.3054,0.3809,9.9383,0.0148,-0.0026,9.8066,-0.0428,-0.5556,-0.0144,-6.25,-28.06,27.63,29.85,-79.92,-143.34,0.3808999999999998,2.3054000000000006,9.9383,-0.5556000000000001,0.04279999999999995,-0.0144,-0.5524862777560116,-0.28583772673929386,0.012512366650148739,0.782878756605793,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 29,908821,2019-09-08 10:22:55:445,-1.6452,-0.6515,9.9346,0.0302,0.0005,9.8066,-0.0234,-0.5229,-0.0241,-5.69,-27.87,27.06,27.65,-79.88,-144.94,-0.6515000000000002,1.6452,9.9346,-0.5229,0.023399999999999893,-0.024099999999999996,-0.5514587057041268,-0.2638953663518481,0.025522929359383606,0.7909495000302289,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 29,908922,2019-09-08 10:22:55:546,-1.1472,-1.6928,9.038,0.0297,-0.0069,9.8065,-0.062,-0.4686,0.0041,-4.69,-28.56,26.81,26.97,-80.07,-147.63,-1.6928000000000003,1.1471999999999998,9.038,-0.4686,0.061999999999999944,0.0041,-0.5517634984225782,-0.24250510613157217,0.035741569813085745,0.7971642587923073,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 29,909021,2019-09-08 10:22:55:645,-0.9093,-1.1601,9.0022,0.0075,-0.0082,9.8066,-0.1024,-0.4015,-0.0049,-5.31,-28.25,26.25,24.33,-80.19,-149.37,-1.1601000000000001,0.9092999999999997,9.002199999999998,-0.4015,0.10239999999999991,-0.0049,-0.5520561841077746,-0.22306171585835818,0.04233728225012574,0.8022998161774446,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 29,909121,2019-09-08 10:22:55:745,-1.0849,-0.9205,10.3092,-0.0132,0.0031,9.8066,-0.0279,-0.4358,0.1445,-4.87,-28.87,24.5,24.62,-80.32,-148.96,-0.9205000000000002,1.0848999999999998,10.3092,-0.4358,0.027899999999999925,0.1445,-0.5571653678595855,-0.20378242611015815,0.0545672107519915,0.8031574535402746,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 29,909221,2019-09-08 10:22:55:845,-1.1797,-0.6349,10.3876,0.0012,-0.0024,9.8065,-0.0468,-0.3498,0.0415,-4.69,-28.25,23.69,24.6,-80.31,-148.54,-0.6349000000000002,1.1797,10.3876,-0.3498,0.0467999999999999,0.0415,-0.55832174262685,-0.18774069437431132,0.06257469376895665,0.8056765300576219,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 29,909321,2019-09-08 10:22:55:945,-1.7382,-0.8537,10.4339,0.0153,0.0177,9.8066,0.0024,-0.2878,-0.0122,-4.5,-27.87,22.75,26.72,-80.36,-148.94,-0.8537000000000003,1.7381999999999997,10.433899999999998,-0.2878,-0.0024000000000000132,-0.0122,-0.556871492385092,-0.17581408506586013,0.07016149753870174,0.808740324655808,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 29,909422,2019-09-08 10:22:56:046,-0.538,-0.2263,9.6472,0.0298,0.0189,9.8065,-0.0219,-0.2513,-0.0308,-4.19,-28.62,22.63,24.47,-80.73,-150.71,-0.22630000000000008,0.538,9.647199999999998,-0.2513,0.021899999999999975,-0.0308,-0.554936864374076,-0.16449955136442743,0.07585648181416615,0.8119302730692751,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 29,909522,2019-09-08 10:22:56:146,0.4915,-0.7963,9.639,0.03,-0.0294,9.8065,0.0186,-0.2354,0.0054,-4.37,-28.31,21.94,21.69,-80.86,-152.48,-0.7962999999999998,-0.49150000000000016,9.639,-0.2354,-0.018600000000000005,0.0054,-0.554177477408369,-0.15465481530286176,0.08298437015920623,0.8136847091756205,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 29,909622,2019-09-08 10:22:56:246,-0.545,-1.1637,9.4135,0.0113,-0.049,9.8064,-0.0048,-0.1723,0.0098,-3.37,-28.0,21.88,21.47,-80.55,-155.38,-1.1637,0.5449999999999999,9.4135,-0.1723,0.004799999999999971,0.0098,-0.5539330029194895,-0.14690234123497514,0.08718384977684022,0.8148477813397845,True
52.41575,-1.596621,180.58,4.58,2,173.35,27 / 29,909722,2019-09-08 10:22:56:346,-0.0755,-1.1923,9.8843,0.0015,0.0058,9.8066,0.0454,-0.0842,-0.0208,-3.5,-28.19,21.81,20.39,-80.39,-156.32,-1.1923,0.07549999999999979,9.8843,-0.0842,-0.045400000000000024,-0.0208,-0.5524543136456276,-0.1441646891078101,0.09081379096721831,0.8159433982323464,True
52.41575,-1.596621,180.58,4.58,2,173.35,28 / 29,909821,2019-09-08 10:22:56:445,-0.0894,-1.4347,9.7959,-0.0009,0.0131,9.8066,0.0039,-0.0947,0.0294,-3.75,-28.12,21.75,16.84,-80.31,-156.58,-1.4347,0.0893999999999997,9.7959,-0.0947,-0.0039000000000000146,0.029399999999999996,-0.5532562058122631,-0.13965638732356755,0.0933170671805444,0.8159017031375595,True
52.41575,-1.596621,180.58,4.58,2,173.35,28 / 29,909921,2019-09-08 10:22:56:545,-0.992,-0.3933,10.2886,0.0206,0.0174,9.8066,-0.0312,-0.043,-0.0658,-3.31,-28.44,21.31,19.78,-80.46,-156.6,-0.39330000000000015,0.992,10.2886,-0.043,0.03119999999999999,-0.0658,-0.5506141727997378,-0.1369991050661445,0.09239610164705865,0.8182409414857963,True
52.41575,-1.596621,180.58,4.58,2,173.35,28 / 29,910021,2019-09-08 10:22:56:645,-0.4568,-0.3371,10.1729,0.0256,0.0199,9.8066,0.0903,-0.0727,-0.0669,-2.75,-27.94,21.81,17.23,-80.8,-158.64,-0.33710000000000007,0.45679999999999993,10.1729,-0.07269999999999999,-0.09030000000000003,-0.0669,-0.5469601746827758,-0.13638477313314645,0.09731769044746484,0.8202213287243748,True
52.41575,-1.596621,180.58,4.58,2,173.35,28 / 29,910122,2019-09-08 10:22:56:746,0.134,-0.159,9.6674,0.0232,-0.0187,9.8066,-0.0783,-0.0076,-0.0584,-2.44,-28.37,21.5,18.02,-80.84,-160.59,-0.15899999999999997,-0.13400000000000004,9.6674,-0.0076000000000000095,0.0783,-0.058399999999999994,-0.5451057185597344,-0.13366817424389715,0.0936913984890447,0.8223226232063338,True
52.41575,-1.596621,180.58,4.58,2,173.35,28 / 29,910221,2019-09-08 10:22:56:845,0.5279,-0.5866,9.4627,0.0184,-0.0076,9.8066,-0.0427,0.0021,0.0147,-2.37,-27.37,21.06,14.55,-80.81,-163.14,-0.5866,-0.5279,9.4627,0.0020999999999999873,0.0427,0.014699999999999998,-0.5460797579021629,-0.13189482911742195,0.09179574802048485,0.8221764972966334,True
52.41575,-1.596621,180.58,4.58,2,173.35,28 / 29,910322,2019-09-08 10:22:56:946,-0.2505,-0.8728,9.7002,-0.0034,-0.0127,9.8066,0.0883,0.0072,0.0006,-2.12,-27.56,21.69,15.09,-80.62,-162.99,-0.8728,0.2504999999999998,9.700199999999999,0.007200000000000005,-0.08829999999999999,0.0006,-0.5456029125451775,-0.1340991168432116,0.09487974085142464,0.8217863003604141,True
52.41575,-1.596621,180.58,4.58,2,173.35,28 / 29,910421,2019-09-08 10:22:57:045,-0.6135,-0.9358,10.1299,-0.0038,-0.0146,9.8066,0.0553,-0.0008,0.0029,-2.44,-28.25,22.06,15.08,-80.5,-163.04,-0.9358000000000001,0.6134999999999999,10.1299,-0.0007999999999999917,-0.0553,0.0029,-0.5453937182998214,-0.13508780002304444,0.09672707477848572,0.8215478387341947,True
52.41575,-1.596621,180.58,4.58,2,173.35,28 / 29,910521,2019-09-08 10:22:57:145,-0.8329,0.1176,10.1354,0.0162,0.0175,9.8066,0.0333,0.0233,-0.0905,-2.44,-28.0,22.25,14.24,-80.46,-163.72,0.11759999999999987,0.8329,10.1354,0.023300000000000005,-0.033299999999999996,-0.0905,-0.5415875525503347,-0.13709305114270232,0.09658124466240703,0.8237478263585178,True
52.41575,-1.596621,180.58,4.58,2,173.35,28 / 29,910621,2019-09-08 10:22:57:245,0.1721,-0.8982,9.7079,0.0199,0.0077,9.8065,-0.0015,-0.013,-0.058,-1.62,-27.44,21.81,12.31,-80.56,-165.11,-0.8981999999999999,-0.17210000000000014,9.7079,-0.013,0.0014999999999999979,-0.05800000000000001,-0.5392197798913956,-0.13617993272774429,0.09613717087442965,0.8255026948910601,True
52.41575,-1.596621,180.58,4.58,2,173.35,28 / 29,910722,2019-09-08 10:22:57:346,-0.1101,-0.0783,10.0563,0.0047,0.0043,9.8066,0.0347,-0.0008,-0.0286,-1.94,-27.62,22.06,10.69,-80.59,-166.46,-0.07830000000000001,0.11009999999999999,10.0563,-0.0007999999999999952,-0.0347,-0.0286,-0.537843974888643,-0.13676424738822604,0.09719495295494064,0.8261794843933149,True
52.41575,-1.596621,180.58,4.58,2,173.35,28 / 29,910821,2019-09-08 10:22:57:445,0.3063,-0.5843,9.6682,-0.0045,-0.0173,9.8066,-0.0392,-0.0339,-0.0233,-2.12,-27.25,21.44,10.12,-80.54,-166.69,-0.5843,-0.3063000000000001,9.6682,-0.0339,0.03919999999999999,-0.0233,-0.5370688529689248,-0.13385006968229599,0.0960876745135764,0.8272897707715604,True
52.41575,-1.596621,180.58,4.58,2,173.35,28 / 29,910922,2019-09-08 10:22:57:546,-0.5178,-0.5449,10.0082,-0.0035,-0.0113,9.8066,-0.0144,0.0205,-0.0599,-2.06,-27.44,21.94,10.74,-80.41,-166.39,-0.5449000000000002,0.5177999999999999,10.0082,0.0205,0.014400000000000001,-0.059899999999999995,-0.534804294028236,-0.1341821084471979,0.09418473574982508,0.8289202400794422,True
52.41575,-1.596621,180.58,4.58,2,173.35,28 / 29,911021,2019-09-08 10:22:57:645,-0.1605,-0.9534,9.9319,0.0044,-0.0177,9.8065,-0.0333,-0.0038,-0.0304,-1.37,-27.19,21.56,13.5,-80.34,-166.83,-0.9534,0.16049999999999986,9.9319,-0.0038000000000000065,0.0333,-0.030399999999999996,-0.5338159761746828,-0.13276086705428186,0.09235411052267106,0.8299914300938486,True
52.41575,-1.596621,180.58,4.58,2,173.35,28 / 29,911121,2019-09-08 10:22:57:745,-0.2378,-1.3021,9.7314,0.0137,0.0158,9.8066,0.05,0.0089,-0.0649,-2.37,-27.0,21.5,9.71,-80.25,-167.23,-1.3020999999999998,0.2377999999999998,9.7314,0.008900000000000009,-0.05,-0.0649,-0.5308862598006222,-0.13419228056358665,0.09331354734640522,0.8315315946334693,True
